onset	duration	trial_type
10.0191676616669	17.9867873191833	speaking
38.0084018707275	17.9869191646576	speaking
66.0149569511414	17.9894542694092	speaking
94.014860868454	17.994980096817	speaking
122.006694793701	17.9972519874573	hearing
150.002059936523	17.9981849193573	hearing
178.013003826141	17.9926393032074	speaking
206.016848802567	17.9778969287872	hearing
234.007285833359	17.9957921504974	hearing
262.016476869583	17.9799239635468	hearing
290.010351896286	17.9970979690552	speaking
318.005113840103	17.9974050521851	hearing
346.017054796219	17.9809741973877	speaking
374.012711763382	17.9811100959778	hearing
