onset	duration	trial_type
10.0175762176514	17.9825720787048	hearing
38.0161533355713	17.9825730323792	speaking
66.0147325992584	17.9825727939606	hearing
94.0133123397827	17.982574224472	speaking
122.011894226074	17.9825751781464	hearing
150.010477304459	17.9825758934021	speaking
178.00906252861	17.999242067337	hearing
206.007648229599	17.9992432594299	speaking
234.006235361099	17.9992432594299	speaking
262.004823207855	17.9992439746857	speaking
290.003412246704	17.99924492836	hearing
318.002003192902	17.9992451667786	speaking
346.017260313034	17.9825792312622	hearing
374.015852212906	17.9825801849365	hearing
