onset	duration	trial_type
10.0079584121704	17.9997706413269	speaking
38.0075364112854	17.9997839927673	hearing
66.0071380138397	17.9997951984406	speaking
94.0067610740662	17.9998073577881	speaking
122.006427049637	17.9997963905334	speaking
150.006070137024	17.9998281002045	hearing
178.005753040314	17.9998373985291	speaking
206.005453109741	17.9998471736908	hearing
234.005171298981	17.9998548030853	speaking
262.004904031754	17.9998643398285	hearing
290.004653215408	17.9998710155487	hearing
318.004415035248	17.9998791217804	hearing
346.004191398621	17.9998857975006	speaking
374.00398015976	17.9998919963837	hearing
