onset	duration	trial_type
10.008358001709	17.9995589256287	speaking
38.0075340270996	17.9995541572571	hearing
66.0067009925842	17.999550819397	hearing
94.0058608055115	17.9995484352112	hearing
122.005014896393	17.9995439052582	hearing
150.00418305397	17.9995188713074	speaking
178.003303050995	17.9995369911194	hearing
206.00243806839	17.9995341300964	speaking
234.001566886902	17.9995322227478	speaking
262.017356872559	17.9828631877899	speaking
290.016497850418	17.9828391075134	hearing
318.015590906143	17.9828579425812	hearing
346.014701128006	17.9828770160675	speaking
374.013807058334	17.9828541278839	speaking
