onset	duration	trial_type
10.011955499649	17.9846167564392	speaking
38.0142612457275	17.984411239624	speaking
66.016193151474	17.984227180481	speaking
94.0177884101868	17.9840829372406	speaking
122.002415180206	18.0005810260773	hearing
150.003439188004	18.0004479885101	hearing
178.004221200943	18.0003292560577	hearing
206.004787445068	18.0002207756042	speaking
234.005158185959	18.0001261234283	hearing
262.005355119705	18.0000400543213	speaking
290.005417108536	17.9999420642853	hearing
318.005296230316	17.9998948574066	hearing
346.005072116852	17.9998331069946	speaking
374.004735469818	17.9997770786285	hearing
