onset	duration	trial_type
10.0149939060211	17.981457233429	speaking
38.0115160942078	17.981520652771	hearing
66.0081551074982	17.998245716095	speaking
94.0049061775208	17.9983036518097	speaking
122.018428087234	17.9816927909851	speaking
150.015384912491	17.9817440509796	hearing
178.012435913086	17.9817931652069	speaking
206.009577035904	17.9985039234161	hearing
234.006802797318	17.998547077179	speaking
262.004109144211	17.9985876083374	hearing
290.018156051636	17.9819617271423	hearing
318.015610218048	17.9819989204407	hearing
346.013131856918	17.9820342063904	speaking
374.010719060898	17.9820671081543	hearing
