onset	duration	trial_type
10.0129587650299	17.9820580482483	speaking
38.0105757713318	17.9820580482483	speaking
66.0081918239594	17.9987239837646	speaking
94.0058097839355	17.998722076416	speaking
122.003425836563	17.9987239837646	hearing
150.017708778381	17.9820580482483	hearing
178.015325784683	17.9820580482483	speaking
206.012942790985	17.9820590019226	hearing
234.010581731796	17.9820370674133	hearing
262.008177757263	17.9987239837646	hearing
290.005795717239	17.9987242221832	speaking
318.003413915634	18.0009429454803	hearing
346.007552862167	17.9867827892303	speaking
374.01380777359	17.9863522052765	hearing
