onset	duration	trial_type
10.0102083683014	17.9828317165375	speaking
38.0092701911926	17.9828307628632	speaking
66.0083310604095	17.9994969367981	speaking
94.0073909759521	17.9994962215424	speaking
122.006448984146	17.9994962215424	hearing
150.005507230759	17.9994940757751	hearing
178.004564285278	17.9994926452637	hearing
206.003618001938	17.9994940757751	speaking
234.002673387527	17.999493598938	hearing
262.018392324448	17.9828267097473	speaking
290.017445325851	17.9828259944916	hearing
318.016497135162	17.9828248023987	hearing
346.015548229218	17.9828250408173	speaking
374.014598369598	17.9828245639801	hearing
