onset	duration	trial_type
10.0107619762421	17.9822368621826	speaking
38.008721113205	17.9989190101624	hearing
66.0067112445831	17.9989349842072	hearing
94.0047500133514	17.9989490509033	hearing
122.019438028336	17.9822959899902	hearing
150.017504930496	17.9823071956635	speaking
178.015592098236	17.9823167324066	speaking
206.013697147369	17.9823269844055	hearing
234.011819124222	17.9823341369629	speaking
262.00995516777	17.9823417663574	speaking
290.00812625885	17.998991727829	speaking
318.006266117096	17.9990198612213	hearing
346.004437923431	17.9990248680115	speaking
374.002619028091	17.9990301132202	hearing
