onset	duration	trial_type
10.0147511959076	17.9825940132141	hearing
38.0133712291718	17.9825975894928	speaking
66.0119981765747	17.9826018810272	hearing
94.01065325737	17.9825837612152	speaking
122.009273052216	17.9826080799103	hearing
150.007920265198	17.9992775917053	speaking
178.006573200226	17.9992809295654	hearing
206.005232095718	17.9992837905884	speaking
234.00389623642	17.999285697937	speaking
262.002565145493	17.9992887973785	speaking
290.017905235291	17.9826259613037	hearing
318.016584157944	17.9826278686523	speaking
346.015267133713	17.9826300144196	hearing
374.013955116272	17.9826309680939	hearing
