onset	duration	trial_type
10.0182902812958	17.9822120666504	speaking
38.0162000656128	17.9822261333466	speaking
66.0141339302063	17.9822373390198	speaking
94.0120892524719	17.9822478294373	speaking
122.01006436348	17.9822566509247	hearing
150.008057355881	17.9989306926727	hearing
178.006063938141	17.998939037323	speaking
206.004086256027	17.9989459514618	hearing
234.01878619194	17.9822859764099	hearing
262.01685333252	17.9822700023651	hearing
290.014887332916	17.9822957515717	speaking
318.012951135635	17.982301235199	hearing
346.01102399826	17.9823052883148	speaking
374.009103059769	17.9989740848541	hearing
