set	run	event	block	trial	condition	sequence	onset_s
set2	1	imagery	11	3	speaking	imagined_articulation.png	305.007117986679
set2	1	rest	11	NaN	REST		308.006920814514
set2	1	listen	12	1	hearing	installed carbon carbon	318.006266117096
set2	1	imagery	12	1	hearing	imagined_hearing.png	321.006070137024
set2	1	listen	12	2	hearing	installed carbon statue	324.005895137787
set2	1	imagery	12	2	hearing	imagined_hearing.png	327.005677223206
set2	1	listen	12	3	hearing	statue installed statue	330.005481243134
set2	1	imagery	12	3	hearing	imagined_hearing.png	333.005285978317
set2	1	rest	12	NaN	REST		336.005090236664
set2	1	listen	13	1	speaking	statue carbon installed	346.004437923431
set2	1	imagery	13	1	speaking	imagined_articulation.png	349.004242897034
set2	1	listen	13	2	speaking	installed statue carbon	352.00404715538
set2	1	imagery	13	2	speaking	imagined_articulation.png	355.003852128983
set2	1	listen	13	3	speaking	carbon installed statue	358.003656864166
set2	1	imagery	13	3	speaking	imagined_articulation.png	361.003462791443
set2	1	rest	13	NaN	REST		364.003268241882
set2	1	listen	14	1	hearing	installed carbon carbon	374.002619028091
set2	1	imagery	14	1	hearing	imagined_hearing.png	377.002425193787
set2	1	listen	14	2	hearing	statue carbon carbon	380.018896102905
set2	1	imagery	14	2	hearing	imagined_hearing.png	383.00203704834
set2	1	listen	14	3	hearing	statue carbon statue	386.018508195877
set2	1	imagery	14	3	hearing	imagined_hearing.png	389.001649141312
set2	1	rest	14	NaN	REST		392.018153905869
