set	run	event	block	trial	condition	sequence	onset_s
set2	1	imagery	12	3	hearing	imagined_hearing.png	333.002891302109
set2	1	rest	12	NaN	REST		336.002753973007
set2	1	listen	13	1	speaking	statue carbon installed	346.002295255661
set2	1	imagery	13	1	speaking	imagined_articulation.png	349.002157211304
set2	1	listen	13	2	speaking	installed statue carbon	352.018685102463
set2	1	imagery	13	2	speaking	imagined_articulation.png	355.001880168915
set2	1	listen	13	3	speaking	carbon installed statue	358.018408298492
set2	1	imagery	13	3	speaking	imagined_articulation.png	361.0016040802
set2	1	rest	13	NaN	REST		364.018131017685
set2	1	listen	14	1	hearing	installed carbon carbon	374.017667293549
set2	1	imagery	14	1	hearing	imagined_hearing.png	377.000862121582
set2	1	listen	14	2	hearing	statue carbon carbon	380.017387866974
set2	1	imagery	14	2	hearing	imagined_hearing.png	383.000583171844
set2	1	listen	14	3	hearing	statue carbon statue	386.017108917236
set2	1	imagery	14	3	hearing	imagined_hearing.png	389.000303030014
set2	1	rest	14	NaN	REST		392.016829013824
