set	run	event	block	trial	condition	sequence	onset_s
set2	2	imagery	8	1	speaking	imagined_articulation.png	209.005088090897
set2	2	listen	8	2	speaking	carbon installed installed	212.004945278168
set2	2	imagery	8	2	speaking	imagined_articulation.png	215.00480222702
set2	2	listen	8	3	speaking	statue carbon carbon	218.004658937454
set2	2	imagery	8	3	speaking	imagined_articulation.png	221.004515886307
set2	2	rest	8	NaN	REST		224.004372119904
set2	2	listen	9	1	speaking	installed statue carbon	234.00389623642
set2	2	imagery	9	1	speaking	imagined_articulation.png	237.003753185272
set2	2	listen	9	2	speaking	carbon carbon installed	240.003610134125
set2	2	imagery	9	2	speaking	imagined_articulation.png	243.003468036652
set2	2	listen	9	3	speaking	statue installed carbon	246.003324985504
set2	2	imagery	9	3	speaking	imagined_articulation.png	249.003181934357
set2	2	rest	9	NaN	REST		252.003039836884
set2	2	listen	10	1	speaking	statue statue installed	262.002565145493
set2	2	imagery	10	1	speaking	imagined_articulation.png	265.002423048019
set2	2	listen	10	2	speaking	carbon statue carbon	268.018954277039
set2	2	imagery	10	2	speaking	imagined_articulation.png	271.002138853073
set2	2	listen	10	3	speaking	carbon statue installed	274.018661975861
set2	2	imagery	10	3	speaking	imagined_articulation.png	277.001853942871
set2	2	rest	10	NaN	REST		280.018378019333
set2	2	listen	11	1	hearing	statue installed statue	290.017905235291
set2	2	imagery	11	1	hearing	imagined_hearing.png	293.001097202301
set2	2	listen	11	2	hearing	installed statue statue	296.017621994019
set2	2	imagery	11	2	hearing	imagined_hearing.png	299.000814199448
set2	2	listen	11	3	hearing	statue carbon installed	302.017338275909
set2	2	imagery	11	3	hearing	imagined_hearing.png	305.000531196594
set2	2	rest	11	NaN	REST		308.01705622673
set2	2	listen	12	1	speaking	carbon carbon carbon	318.016584157944
set2	2	imagery	12	1	speaking	imagined_articulation.png	320.999775886536
set2	2	listen	12	2	speaking	carbon installed carbon	324.01630115509
set2	2	imagery	12	2	speaking	imagined_articulation.png	326.999494075775
set2	2	listen	12	3	speaking	installed statue installed	330.016019105911
set2	2	imagery	12	3	speaking	imagined_articulation.png	332.999212026596
set2	2	rest	12	NaN	REST		336.015736818314
set2	2	listen	13	1	hearing	statue statue carbon	346.015267133713
set2	2	imagery	13	1	hearing	imagined_hearing.png	348.998459815979
set2	2	listen	13	2	hearing	carbon carbon carbon	352.014985084534
set2	2	imagery	13	2	hearing	imagined_hearing.png	354.998178243637
set2	2	listen	13	3	hearing	installed carbon carbon	358.014703273773
set2	2	imagery	13	3	hearing	imagined_hearing.png	360.997897148132
set2	2	rest	13	NaN	REST		364.014422178268
set2	2	listen	14	1	hearing	carbon installed installed	374.013955116272
set2	2	imagery	14	1	hearing	imagined_hearing.png	376.997146844864
set2	2	listen	14	2	hearing	statue carbon carbon	380.013673067093
set2	2	imagery	14	2	hearing	imagined_hearing.png	382.996866941452
set2	2	listen	14	3	hearing	carbon installed statue	386.013391971588
set2	2	imagery	14	3	hearing	imagined_hearing.png	388.996586084366
set2	2	rest	14	NaN	REST		392.013132810593
