set	run	event	block	trial	condition	sequence	onset_s
set2	2	pre_fix	0	NaN	FIX		0.0152459144592285
set2	2	listen	1	1	hearing	carbon carbon statue	10.0147511959076
set2	2	imagery	1	1	hearing	imagined_hearing.png	12.9979381561279
set2	2	listen	1	2	hearing	statue carbon statue	16.0144550800323
set2	2	imagery	1	2	hearing	imagined_hearing.png	18.9976410865784
set2	2	listen	1	3	hearing	installed installed installed	22.0141589641571
set2	2	imagery	1	3	hearing	imagined_hearing.png	24.9973452091217
set2	2	rest	1	NaN	REST		28.0138630867004
set2	2	listen	2	1	speaking	carbon carbon statue	38.0133712291718
set2	2	imagery	2	1	speaking	imagined_articulation.png	40.9965581893921
set2	2	listen	2	2	speaking	installed installed installed	44.0130760669708
set2	2	imagery	2	2	speaking	imagined_articulation.png	46.9962632656097
set2	2	listen	2	3	speaking	statue carbon statue	50.0127818584442
set2	2	imagery	2	3	speaking	imagined_articulation.png	52.9959688186646
set2	2	rest	2	NaN	REST		56.0124878883362
set2	2	listen	3	1	hearing	carbon statue statue	66.0119981765747
set2	2	imagery	3	1	hearing	imagined_hearing.png	68.9951860904694
set2	2	listen	3	2	hearing	statue carbon statue	72.011705160141
set2	2	imagery	3	2	hearing	imagined_hearing.png	74.9949128627777
set2	2	listen	3	3	hearing	carbon carbon installed	78.0114119052887
set2	2	imagery	3	3	hearing	imagined_hearing.png	80.9946000576019
set2	2	rest	3	NaN	REST		84.0111191272736
set2	2	listen	4	1	speaking	installed carbon statue	94.01065325737
set2	2	imagery	4	1	speaking	imagined_articulation.png	96.9938418865204
set2	2	listen	4	2	speaking	statue statue carbon	100.010340213776
set2	2	imagery	4	2	speaking	imagined_articulation.png	102.993528842926
set2	2	listen	4	3	speaking	carbon carbon installed	106.010049104691
set2	2	imagery	4	3	speaking	imagined_articulation.png	108.993237018585
set2	2	rest	4	NaN	REST		112.009758234024
set2	2	listen	5	1	hearing	installed installed carbon	122.009273052216
set2	2	imagery	5	1	hearing	imagined_hearing.png	124.992461919785
set2	2	listen	5	2	hearing	statue statue carbon	128.009004116058
set2	2	imagery	5	2	hearing	imagined_hearing.png	130.992170810699
set2	2	listen	5	3	hearing	installed carbon statue	134.008692264557
set2	2	imagery	5	3	hearing	imagined_hearing.png	136.991881132126
set2	2	rest	5	NaN	REST		140.008402109146
set2	2	listen	6	1	speaking	statue statue statue	150.007920265198
set2	2	imagery	6	1	speaking	imagined_articulation.png	153.007775068283
set2	2	listen	6	2	speaking	carbon carbon carbon	156.007630825043
set2	2	imagery	6	2	speaking	imagined_articulation.png	159.007486820221
set2	2	listen	6	3	speaking	installed carbon installed	162.007363080978
set2	2	imagery	6	3	speaking	imagined_articulation.png	165.007197856903
set2	2	rest	6	NaN	REST		168.007052898407
set2	2	listen	7	1	hearing	carbon installed statue	178.006573200226
set2	2	imagery	7	1	hearing	imagined_hearing.png	181.006428956985
set2	2	listen	7	2	hearing	installed statue installed	184.006284952164
set2	2	imagery	7	2	hearing	imagined_hearing.png	187.006142139435
set2	2	listen	7	3	hearing	installed statue statue	190.005997896194
set2	2	imagery	7	3	hearing	imagined_hearing.png	193.005854129791
set2	2	rest	7	NaN	REST		196.005714178085
set2	2	listen	8	1	speaking	statue installed installed	206.005232095718
