set	run	event	block	trial	condition	sequence	onset_s
set1	1	imagery	6	1	hearing	imagined_hearing.png	153.001670837402
set1	1	listen	6	2	hearing	installed installed statue	156.017960786819
set1	1	imagery	6	2	hearing	imagined_hearing.png	159.000933885574
set1	1	listen	6	3	hearing	installed carbon statue	162.017248868942
set1	1	imagery	6	3	hearing	imagined_hearing.png	165.000244855881
set1	1	rest	6	NaN	REST		168.016579866409
set1	1	listen	7	1	speaking	statue carbon installed	178.013003826141
set1	1	imagery	7	1	speaking	imagined_articulation.png	180.994769573212
set1	1	listen	7	2	speaking	carbon carbon statue	184.009905815125
set1	1	imagery	7	2	speaking	imagined_articulation.png	187.008437156677
set1	1	listen	7	3	speaking	installed statue carbon	190.007015943527
set1	1	imagery	7	3	speaking	imagined_articulation.png	193.005643129349
set1	1	rest	7	NaN	REST		196.004315853119
set1	1	listen	8	1	hearing	installed installed installed	206.016848802567
set1	1	imagery	8	1	hearing	imagined_hearing.png	208.999033927917
set1	1	listen	8	2	hearing	carbon statue statue	212.014573574066
set1	1	imagery	8	2	hearing	imagined_hearing.png	214.996825933456
set1	1	listen	8	3	hearing	statue installed statue	218.01243185997
set1	1	imagery	8	3	hearing	imagined_hearing.png	220.994745731354
set1	1	rest	8	NaN	REST		224.010411739349
set1	1	listen	9	1	hearing	installed statue installed	234.007285833359
set1	1	imagery	9	1	hearing	imagined_hearing.png	237.006401062012
set1	1	listen	9	2	hearing	carbon statue statue	240.00553894043
set1	1	imagery	9	2	hearing	imagined_hearing.png	243.004698991776
set1	1	listen	9	3	hearing	carbon carbon carbon	246.003899812698
set1	1	imagery	9	3	hearing	imagined_hearing.png	249.003077983856
set1	1	rest	9	NaN	REST		252.01895904541
set1	1	listen	10	1	hearing	installed carbon carbon	262.016476869583
set1	1	imagery	10	1	hearing	imagined_hearing.png	264.999103784561
set1	1	listen	10	2	hearing	installed statue installed	268.015070915222
set1	1	imagery	10	2	hearing	imagined_hearing.png	270.997725963593
set1	1	listen	10	3	hearing	installed carbon carbon	274.013719797134
set1	1	imagery	10	3	hearing	imagined_hearing.png	276.99640083313
set1	1	rest	10	NaN	REST		280.012440919876
set1	1	listen	11	1	speaking	statue statue carbon	290.010351896286
set1	1	imagery	11	1	speaking	imagined_articulation.png	293.00975394249
set1	1	listen	11	2	speaking	installed installed statue	296.009164810181
set1	1	imagery	11	2	speaking	imagined_articulation.png	299.008584976196
set1	1	listen	11	3	speaking	carbon carbon statue	302.008012533188
set1	1	imagery	11	3	speaking	imagined_articulation.png	305.007449865341
set1	1	rest	11	NaN	REST		308.006894826889
set1	1	listen	12	1	hearing	carbon statue installed	318.005113840103
set1	1	imagery	12	1	hearing	imagined_hearing.png	321.004566907883
set1	1	listen	12	2	hearing	statue carbon statue	324.004045963287
set1	1	imagery	12	2	hearing	imagined_hearing.png	327.003532171249
set1	1	listen	12	3	hearing	carbon statue carbon	330.003022909164
set1	1	imagery	12	3	hearing	imagined_hearing.png	333.002518892288
set1	1	rest	12	NaN	REST		336.018685102463
set1	1	listen	13	1	speaking	installed installed carbon	346.017054796219
set1	1	imagery	13	1	speaking	imagined_articulation.png	348.999910831451
set1	1	listen	13	2	speaking	statue statue installed	352.016098737717
set1	1	imagery	13	2	speaking	imagined_articulation.png	354.998962879181
set1	1	listen	13	3	speaking	statue installed carbon	358.015157938004
set1	1	imagery	13	3	speaking	imagined_articulation.png	360.998028993607
set1	1	rest	13	NaN	REST		364.014230966568
set1	1	listen	14	1	hearing	installed statue carbon	374.012711763382
set1	1	imagery	14	1	hearing	imagined_hearing.png	376.995597839355
set1	1	listen	14	2	hearing	statue installed statue	380.011814832687
set1	1	imagery	14	2	hearing	imagined_hearing.png	382.994704961777
set1	1	listen	14	3	hearing	installed installed installed	386.010926961899
set1	1	imagery	14	3	hearing	imagined_hearing.png	388.99382185936
set1	1	rest	14	NaN	REST		392.010046958923
